blockTradeId,closedSize,createType,execFee,execFeeV2,execId,execPrice,execQty,execTime,execType,execValue,extraFees,feeCurrency,feeRate,indexPrice,isMaker,leavesQty,markIv,markPrice,marketUnit,orderId,orderLinkId,orderPrice,orderQty,orderType,seq,side,stopOrderType,symbol,tradeIv,underlyingPrice
,0,,0.00083512,-0.00083512,0cb207e0-d0a4-4655-a065-50068c71016b,0.01144,2920,1764050400000,Funding,33.4048,,USDT,0.000025,,False,0,,0.01144,,a51aff88-af99-4d03-b93d-f1f7d2883738,,0,0,UNKNOWN,232252842629,Buy,UNKNOWN,TUSDT,,
,0,,0.00083293,-0.00083293,2ad4aa5b-de91-4f47-9a41-fb913ebc71e2,0.01141,2920,1764043200000,Funding,33.3172,,USDT,0.000025,,False,0,,0.01141,,439d0a28-230d-4b73-8b1f-1938d297a389,,0,0,UNKNOWN,232248992366,Buy,UNKNOWN,TUSDT,,
,7,CreateByUser,0.01005235,-0.01005235,2374267c-681a-5bb1-95d1-86199e84ebb0,4.103,7,1764042412739,Trade,28.721,,USDT,0.00035,,False,0,,4.103,,3e1fa7db-eb6c-4ccc-8778-ab1e0499a2e0,,3.898,7,Market,286233440898,Sell,UNKNOWN,ICPUSDT,,
,87,CreateByUser,0.00635462,-0.00635462,7cd13cb4-cacf-5477-9250-e5aa3acae31a,0.20869,87,1764042412557,Trade,18.15603,,USDT,0.00035,,False,0,,0.20918,,fd206f32-0303-474d-93ef-572160a406b0,,0.24055,181,Market,266354141769,Buy,UNKNOWN,GLMUSDT,,
,47,CreateByUser,0.00343296,-0.00343296,71c55185-0582-5966-93e2-12da56724770,0.20869,47,1764042412557,Trade,9.80843,,USDT,0.00035,,False,87,,0.20918,,fd206f32-0303-474d-93ef-572160a406b0,,0.24055,181,Market,266354141769,Buy,UNKNOWN,GLMUSDT,,
,47,CreateByUser,0.00343296,-0.00343296,5eecc01d-d4f1-5cb8-9815-018b3d680af6,0.20869,47,1764042412557,Trade,9.80843,,USDT,0.00035,,False,134,,0.20918,,fd206f32-0303-474d-93ef-572160a406b0,,0.24055,181,Market,266354141769,Buy,UNKNOWN,GLMUSDT,,
,2.09,CreateByUser,0.00541164,-0.00541164,aae18336-45da-5b5f-8aad-5b8e8e48ccc4,7.398,2.09,1764039536436,Trade,15.46182,,USDT,0.00035,,False,0,,7.405,,d0a8b1f8-711d-4cb9-a5e7-0b9013b35879,,6.295,4.95,Market,240083179547,Sell,UNKNOWN,METISUSDT,,
,2.86,CreateByUser,0.0074064,-0.0074064,b5c9ee41-210e-5ed7-9ed3-ba4f30c1d205,7.399,2.86,1764039536436,Trade,21.16114,,USDT,0.00035,,False,2.09,,7.405,,d0a8b1f8-711d-4cb9-a5e7-0b9013b35879,,6.295,4.95,Market,240083179547,Sell,UNKNOWN,METISUSDT,,
,29,CreateByUser,0.01156085,-0.01156085,0d1b115d-b05d-5d02-bff7-07f7919d53c8,1.139,29,1764039536263,Trade,33.031,,USDT,0.00035,,False,0,,1.137,,ad2f58a1-c08c-457f-9d3d-f101b6c67807,,1.25,29,Market,244491614078,Buy,UNKNOWN,AXSUSDT,,
,0,,0.00084096,-0.00084096,90fc42a8-b32b-4057-b5f1-25d8fb6ed043,0.01152,2920,1764036000000,Funding,33.6384,,USDT,0.000025,,False,0,,0.01152,,c8bb5637-9c38-4c3a-90a5-f002a5b0f23a,,0,0,UNKNOWN,232244734181,Buy,UNKNOWN,TUSDT,,
,2820,CreateByUser,0.01063986,-0.01063986,cacfd67f-6235-51ea-9055-8b01b51f2405,0.01078,2820,1764035059919,Trade,30.3996,,USDT,0.00035,,False,0,,0.01079,,85fac06c-5c1b-4dd8-9864-3e35210bf828,,0.00864,2820,Market,240075927202,Sell,UNKNOWN,ORBSUSDT,,
,2120,CreateByUser,0.01121904,-0.01121904,d157e91b-d87c-5475-a291-37e72018be81,0.01512,2120,1764035059746,Trade,32.0544,,USDT,0.00035,,False,0,,0.01511,,b51f50f9-6401-4ff2-af13-d7ce136f8975,,0.01662,2430,Market,266325024093,Buy,UNKNOWN,ARPAUSDT,,
,100,CreateByUser,0.0005292,-0.0005292,a792d744-2479-5d8b-89f3-11b51aa7e67e,0.01512,100,1764035059746,Trade,1.512,,USDT,0.00035,,False,2120,,0.01511,,b51f50f9-6401-4ff2-af13-d7ce136f8975,,0.01662,2430,Market,266325024093,Buy,UNKNOWN,ARPAUSDT,,
,210,CreateByUser,0.00111132,-0.00111132,ae110aeb-d86f-5f0f-a2c1-9197da5be1c1,0.01512,210,1764035059746,Trade,3.1752,,USDT,0.00035,,False,2220,,0.01511,,b51f50f9-6401-4ff2-af13-d7ce136f8975,,0.01662,2430,Market,266325024093,Buy,UNKNOWN,ARPAUSDT,,
,0,CreateByUser,0.0129234,-0.0129234,1084d16b-0fe4-5225-ba13-fe54cc301d52,0.204,181,1764029958996,Trade,36.924,,USDT,0.00035,,False,0,,0.204,,52da1c3c-6c9f-432b-a5bd-bc30afb7c50c,,0.1734,181,Market,266305699637,Sell,UNKNOWN,GLMUSDT,,
,0,CreateByUser,0.0024877,-0.0024877,1ffb6034-8ca5-5bb1-9e00-778ee13f4d57,4.181,1.7,1764029958819,Trade,7.1077,,USDT,0.00035,,False,0,,4.18,,0ba30458-c736-408e-87c4-605e70bece42,,4.389,7,Market,286200448087,Buy,UNKNOWN,ICPUSDT,,
,0,CreateByUser,0.00204869,-0.00204869,b3a1b6c0-3407-547c-9d80-15d8d7f95398,4.181,1.4,1764029958819,Trade,5.8534,,USDT,0.00035,,False,1.7,,4.18,,0ba30458-c736-408e-87c4-605e70bece42,,4.389,7,Market,286200448087,Buy,UNKNOWN,ICPUSDT,,
,0,CreateByUser,0.00204869,-0.00204869,06dace2d-d41e-561d-8383-8faf6c16f83c,4.181,1.4,1764029958819,Trade,5.8534,,USDT,0.00035,,False,3.1,,4.18,,0ba30458-c736-408e-87c4-605e70bece42,,4.389,7,Market,286200448087,Buy,UNKNOWN,ICPUSDT,,
,0,CreateByUser,0.00365838,-0.00365838,2df4aba2-d5aa-5dfb-9c81-d749c526fdea,4.181,2.5,1764029958819,Trade,10.4525,,USDT,0.00035,,False,4.5,,4.18,,0ba30458-c736-408e-87c4-605e70bece42,,4.389,7,Market,286200448087,Buy,UNKNOWN,ICPUSDT,,
,0,,-0.00366873,0.00366873,c295e5a5-798b-4237-a042-8b85b1917f8d,0.409,89.7,1764028800000,Funding,36.6873,,USDT,-0.0001,,False,0,,0.409,,7e4afaf0-ba1b-4090-8cb7-a9011940571d,,0,0,UNKNOWN,337038560429,Sell,UNKNOWN,MTLUSDT,,
,0,,-0.0036693,0.0036693,4bfbf6a6-dacb-482d-9d47-7138d1c182d8,0.0151,2430,1764028800000,Funding,36.693,,USDT,-0.0001,,False,0,,0.0151,,09dd5675-8d3e-41e3-8879-17dcc75850b9,,0,0,UNKNOWN,266300767762,Sell,UNKNOWN,ARPAUSDT,,
,0,,-0.0033263,0.0033263,09163e38-9f4b-4e0e-8566-b530b1675379,1.147,29,1764028800000,Funding,33.263,,USDT,-0.0001,,False,0,,1.147,,61c6f193-52b4-45cb-84d3-32a88731f474,,0,0,UNKNOWN,244466711572,Sell,UNKNOWN,AXSUSDT,,
,0,,0.00181789,-0.00181789,94b76a0c-51b2-487a-a4f0-8efea0c13da6,7.345,4.95,1764028800000,Funding,36.35775,,USDT,0.00005,,False,0,,7.345,,832f9ebc-2376-4244-ac32-783af7622ec3,,0,0,UNKNOWN,240063761376,Buy,UNKNOWN,METISUSDT,,
,0,,0.00150588,-0.00150588,ef0b4989-c064-4f35-ac0a-49ba6177e00f,0.01068,2820,1764028800000,Funding,30.1176,,USDT,0.00005,,False,0,,0.01068,,d1ad1525-6a02-4f24-93a2-4685a1cdf61d,,0,0,UNKNOWN,240063761374,Buy,UNKNOWN,ORBSUSDT,,
,0,,0.00084169,-0.00084169,151f8437-c458-47e6-8118-fa81305f51aa,0.01153,2920,1764028800000,Funding,33.6676,,USDT,0.000025,,False,0,,0.01153,,282801a7-2589-414c-a9a8-3836fb1733d2,,0,0,UNKNOWN,232239779552,Buy,UNKNOWN,TUSDT,,
,0,,0.00084242,-0.00084242,7afa5d9e-e619-42f6-963d-92f2fdd275e0,0.01154,2920,1764021600000,Funding,33.6968,,USDT,0.000025,,False,0,,0.01154,,a89c7627-45ed-4cdd-a95d-4ab2a9d5f191,,0,0,UNKNOWN,232236123888,Buy,UNKNOWN,TUSDT,,
,0,,0.00151293,-0.00151293,bb056d70-3d95-4f90-8308-d90179730bd0,0.01073,2820,1764014400000,Funding,30.2586,,USDT,0.00005,,False,0,,0.01073,,99d3f0b9-929c-4075-af04-4e791976cd43,,0,0,UNKNOWN,240043042070,Buy,UNKNOWN,ORBSUSDT,,
,0,,0.00183571,-0.00183571,70759370-c0fa-4e36-ac52-b4d8b75da930,7.417,4.95,1764014400000,Funding,36.71415,,USDT,0.00005,,False,0,,7.417,,d444bac5-b622-4ef2-a6cb-69815bac70b6,,0,0,UNKNOWN,240043042068,Buy,UNKNOWN,METISUSDT,,
,0,,0.00084315,-0.00084315,f2caa1e1-6d86-49e7-83a1-109d95213faf,0.01155,2920,1764014400000,Funding,33.726,,USDT,0.000025,,False,0,,0.01155,,4964cbd5-17e3-43fc-8a27-08bd856417c9,,0,0,UNKNOWN,232230422784,Buy,UNKNOWN,TUSDT,,
,3.3,CreateByUser,0.00488912,-0.00488912,1be45008-27d1-5296-8584-6958e5adfee2,4.233,3.3,1764012212406,Trade,13.9689,,USDT,0.00035,,False,0,,4.234,,0a815cc2-ef60-46cd-ab50-0f796f2f5b92,,4.023,7.2,Market,286151257249,Sell,UNKNOWN,ICPUSDT,,
,1.5,CreateByUser,0.00222233,-0.00222233,32c6cb69-78d9-53fa-8565-cbf6a27ef1a3,4.233,1.5,1764012212406,Trade,6.3495,,USDT,0.00035,,False,3.3,,4.234,,0a815cc2-ef60-46cd-ab50-0f796f2f5b92,,4.023,7.2,Market,286151257249,Sell,UNKNOWN,ICPUSDT,,
,2.4,CreateByUser,0.00355572,-0.00355572,c7af22e3-8438-56a0-9bf2-16b5b90c2618,4.233,2.4,1764012212406,Trade,10.1592,,USDT,0.00035,,False,4.8,,4.234,,0a815cc2-ef60-46cd-ab50-0f796f2f5b92,,4.023,7.2,Market,286151257249,Sell,UNKNOWN,ICPUSDT,,
,59,CreateByUser,0.00421322,-0.00421322,349192ae-a434-5782-9c81-c966f6020a2e,0.20403,59,1764012211914,Trade,12.03777,,USDT,0.00035,,False,0,,0.2039,,bafc7560-797e-4bf8-96e5-9c22ff5eac2c,,0.23448,184,Market,266245088256,Buy,UNKNOWN,GLMUSDT,,
,125,CreateByUser,0.00892632,-0.00892632,5ae99a88-6035-55ef-b888-fc037a0a3b1e,0.20403,125,1764012211914,Trade,25.50375,,USDT,0.00035,,False,59,,0.2039,,bafc7560-797e-4bf8-96e5-9c22ff5eac2c,,0.23448,184,Market,266245088256,Buy,UNKNOWN,GLMUSDT,,
,0,CreateByUser,0.01181432,-0.01181432,ef7d5c5b-cebf-5dac-ab51-df53afb877b3,0.01156,2920,1764010418467,Trade,33.7552,,USDT,0.00035,,False,0,,0.01155,,964d1751-7ba1-4b9f-b6f6-4e48f648c066,,0.01328,2920,Market,232226884297,Buy,UNKNOWN,TUSDT,,
,0,CreateByUser,0.00872156,-0.00872156,f9efc5bc-a1de-5da8-aca0-7b73a4d2261c,0.4112,60.6,1764010418293,Trade,24.91872,,USDT,0.00035,,False,0,,0.4114,,4a0cf69a-5f94-44e5-ab9c-b22740b13cc2,,0.3703,89.7,Market,336996924999,Sell,UNKNOWN,MTLUSDT,,
,0,CreateByUser,0.00418808,-0.00418808,a2ad44b9-63eb-55fa-9bf0-9a0cf00785df,0.4112,29.1,1764010418293,Trade,11.96592,,USDT,0.00035,,False,60.6,,0.4114,,4a0cf69a-5f94-44e5-ab9c-b22740b13cc2,,0.3703,89.7,Market,336996924999,Sell,UNKNOWN,MTLUSDT,,
,0,CreateByUser,0.01174355,-0.01174355,e01f08b9-2af4-51d6-b06c-f02d07e93e4f,1.157,29,1764007413201,Trade,33.553,,USDT,0.00035,,False,0,,1.158,,ea546268-9165-420c-bbb9-e7b8015c687c,,1.043,29,Market,244413744596,Sell,UNKNOWN,AXSUSDT,,
,0,CreateByUser,0.00526008,-0.00526008,948f17dc-21e4-584b-a43c-1db641bbad54,7.44,2.02,1764007413026,Trade,15.0288,,USDT,0.00035,,False,0,,7.439,,0ff3d6c3-d300-4f0f-a047-0000efef1ffc,,8.554,4.95,Market,240029545814,Buy,UNKNOWN,METISUSDT,,
,0,CreateByUser,0.00762972,-0.00762972,bca5eb52-28bc-55c3-99d6-498640a056bb,7.44,2.93,1764007413026,Trade,21.7992,,USDT,0.00035,,False,2.02,,7.439,,0ff3d6c3-d300-4f0f-a047-0000efef1ffc,,8.554,4.95,Market,240029545814,Buy,UNKNOWN,METISUSDT,,
,0,CreateByUser,0.01086845,-0.01086845,c5a98ed4-9550-504c-b8da-a356020431d0,0.20034,155,1764005008624,Trade,31.0527,,USDT,0.00035,,False,0,,0.20036,,daa27efe-4a6c-4142-8db9-d06f1122a674,,0.17031,184,Market,266201124146,Sell,UNKNOWN,GLMUSDT,,
,0,CreateByUser,0.00203346,-0.00203346,84254631-3632-5a0d-93ed-98ac1d2b83c4,0.20034,29,1764005008624,Trade,5.80986,,USDT,0.00035,,False,155,,0.20036,,daa27efe-4a6c-4142-8db9-d06f1122a674,,0.17031,184,Market,266201124146,Sell,UNKNOWN,GLMUSDT,,
,0,CreateByUser,0.010206,-0.010206,b30335b0-ee88-5442-a15e-eee39f66af71,4.05,7.2,1764005008444,Trade,29.16,,USDT,0.00035,,False,0,,4.048,,0c22d2db-61aa-405d-a75a-c2d2ecabf521,,4.25,7.2,Market,286122817942,Buy,UNKNOWN,ICPUSDT,,
,0,CreateByUser,0.01033389,-0.01033389,d7d9c0cf-06c5-5e72-a0aa-f1dcb1682ff0,0.01047,2820,1764001703166,Trade,29.5254,,USDT,0.00035,,False,0,,0.01046,,127bc682-1b0f-4861-82cf-da85cfef3cca,,0.01255,2820,Market,240013992418,Buy,UNKNOWN,ORBSUSDT,,
,0,CreateByUser,0.01290209,-0.01290209,e800e7f2-fb8f-562b-9bd5-b7f30700c57e,0.01517,2430,1764001702578,Trade,36.8631,,USDT,0.00035,,False,0,,0.0152,,e92f7cfe-15c9-46e2-9dd1-29b6a06a7986,,0.01368,2430,Market,266182464208,Sell,UNKNOWN,ARPAUSDT,,
,7.4,CreateByUser,0.01051281,-0.01051281,54295458-5175-5e81-b6da-0177aed3cb3c,4.059,7.4,1763999000886,Trade,30.0366,,USDT,0.00035,,False,0,,4.061,,3d771397-8c6f-4f9f-8cd8-5f92be953e8f,,3.858,7.4,Market,286099774794,Sell,UNKNOWN,ICPUSDT,,
,187,CreateByUser,0.01286486,-0.01286486,cdfbdea5-614a-5c50-8abf-c9a7f646822d,0.19656,187,1763999000704,Trade,36.75672,,USDT,0.00035,,False,0,,0.1966,,c2c0b8d2-859e-4eed-a1ba-d742ab77fb19,,0.22609,187,Market,266170295449,Buy,UNKNOWN,GLMUSDT,,
,0,CreateByUser,0.01015539,-0.01015539,475f3cf6-f8e4-5cfb-ba2f-dc55b5760bf3,0.19605,148,1763987280602,Trade,29.0154,,USDT,0.00035,,False,0,,0.19617,,778496f8-37d9-49ba-ae62-2889b8f35505,,0.16675,187,Market,266111980905,Sell,UNKNOWN,GLMUSDT,,
,0,CreateByUser,0.00267609,-0.00267609,7d6ad455-3acf-5139-ba3f-f76cfbdfd900,0.19605,39,1763987280602,Trade,7.64595,,USDT,0.00035,,False,148,,0.19617,,778496f8-37d9-49ba-ae62-2889b8f35505,,0.16675,187,Market,266111980905,Sell,UNKNOWN,GLMUSDT,,
,0,CreateByUser,0.00304535,-0.00304535,f86c94d3-63b2-590f-b8cc-1332f7d80e84,3.955,2.2,1763987280419,Trade,8.701,,USDT,0.00035,,False,0,,3.954,,4be415f9-b961-4fa7-83e9-cc26156dd72c,,4.151,7.4,Market,286049683033,Buy,UNKNOWN,ICPUSDT,,
,0,CreateByUser,0.00193795,-0.00193795,a5295665-7c1c-594b-b7e9-e241739fca95,3.955,1.4,1763987280419,Trade,5.537,,USDT,0.00035,,False,2.2,,3.954,,4be415f9-b961-4fa7-83e9-cc26156dd72c,,4.151,7.4,Market,286049683033,Buy,UNKNOWN,ICPUSDT,,
,0,CreateByUser,0.00263008,-0.00263008,dccf6a8d-e7af-5cf5-b840-6810bebd7bbf,3.955,1.9,1763987280419,Trade,7.5145,,USDT,0.00035,,False,3.6,,3.954,,4be415f9-b961-4fa7-83e9-cc26156dd72c,,4.151,7.4,Market,286049683033,Buy,UNKNOWN,ICPUSDT,,
,0,CreateByUser,0.00263008,-0.00263008,ca07e7b0-9f71-5006-9d22-8a129663a62e,3.955,1.9,1763987280419,Trade,7.5145,,USDT,0.00035,,False,5.5,,3.954,,4be415f9-b961-4fa7-83e9-cc26156dd72c,,4.151,7.4,Market,286049683033,Buy,UNKNOWN,ICPUSDT,,
,5210,CreateByUser,0.01057448,-0.01057448,f57afaf8-629c-529a-8d87-d226548855d2,0.005799,5210,1763748473232,Trade,30.21279,,USDT,0.00035,,False,0,,0.005798,,fe45001a-7f5c-4471-986a-a9dbbd1a1d16,,0.006377,5210,Market,333645188361,Buy,UNKNOWN,ZILUSDT,,
,38700,CreateByUser,0.005311,-0.005311,c9af963a-d3eb-567c-b014-1abdafd784c0,0.0003921,38700,1763748473050,Trade,15.17427,,USDT,0.00035,,False,0,,0.0003931,,bfde94cb-39af-41c4-af31-cf38007d9547,,0.0003145,96700,Market,231983291736,Sell,UNKNOWN,1000BTTUSDT,,
,40200,CreateByUser,0.00551826,-0.00551826,e1b45a1b-7fa9-5bb6-a652-d76be5f4a8f8,0.0003922,40200,1763748473050,Trade,15.76644,,USDT,0.00035,,False,38700,,0.0003931,,bfde94cb-39af-41c4-af31-cf38007d9547,,0.0003145,96700,Market,231983291736,Sell,UNKNOWN,1000BTTUSDT,,
,17800,CreateByUser,0.00244403,-0.00244403,b7a04b2f-85ee-5110-a6df-8f3a972c6f87,0.0003923,17800,1763748473050,Trade,6.98294,,USDT,0.00035,,False,78900,,0.0003931,,bfde94cb-39af-41c4-af31-cf38007d9547,,0.0003145,96700,Market,231983291736,Sell,UNKNOWN,1000BTTUSDT,,
,770,CreateByUser,0.00315046,-0.00315046,74c7456c-f920-5177-af6f-792d4451f63c,0.01169,770,1763742230340,Trade,9.0013,,USDT,0.00035,,False,0,,0.01177,,5981d058-879e-4d35-a176-d8eb7e451fc6,,0.01353,3910,Market,231970588843,Buy,UNKNOWN,TUSDT,,
,3140,CreateByUser,0.01284731,-0.01284731,7e6c1c9a-3fbe-5f66-af71-c5626995ba08,0.01169,3140,1763742230340,Trade,36.7066,,USDT,0.00035,,False,770,,0.01177,,5981d058-879e-4d35-a176-d8eb7e451fc6,,0.01353,3910,Market,231970588843,Buy,UNKNOWN,TUSDT,,
,3600,CreateByUser,0.0129276,-0.0129276,688b9019-e38f-5b32-8191-d13d2d346b05,0.01026,3600,1763742230155,Trade,36.936,,USDT,0.00035,,False,0,,0.01028,,5d65e995-0178-4df8-8c51-9ba3677738c6,,0.00823,3600,Market,239435533510,Sell,UNKNOWN,ORBSUSDT,,
,0,,-0.13733667,0.13733667,0d151a85-6fca-4ac4-9f6a-a66bc4b7c43b,0.0003897,96700,1763740800000,Funding,37.68399,,USDT,-0.003644,,False,0,,0.0003897,,8f166cd6-9b58-44f5-9115-f6169ab8e626,,0,0,UNKNOWN,231966372057,Buy,UNKNOWN,1000BTTUSDT,,
,0,,0.001854,-0.001854,0b6d8c22-8fb4-46b3-b0b2-7dac9eeb6db5,0.0103,3600,1763740800000,Funding,37.08,,USDT,0.00005,,False,0,,0.0103,,b79f61b4-bb5d-41b8-9f5a-6ac3a4a5a70b,,0,0,UNKNOWN,239426267315,Buy,UNKNOWN,ORBSUSDT,,
,0,,-0.00111533,0.00111533,1e670327-1d18-4c8c-bd3f-139d97587af2,0.01141,3910,1763740800000,Funding,44.6131,,USDT,-0.000025,,False,0,,0.01141,,a8639f45-3d0f-4701-951a-6d4f23e32036,,0,0,UNKNOWN,231966372036,Sell,UNKNOWN,TUSDT,,
,0,,-0.00299992,0.00299992,e8f1bd18-64ee-4b2a-80e4-47809fda67a1,0.005758,5210,1763740800000,Funding,29.99918,,USDT,-0.0001,,False,0,,0.005757,,62c94b96-f9bb-4a5f-9944-316b97956c86,,0,0,UNKNOWN,333558234385,Sell,UNKNOWN,ZILUSDT,,
,45,CreateByUser,0.0103635,-0.0103635,fadd6658-5253-5c5a-ba1a-5afd9a177254,0.658,45,1763740391777,Trade,29.61,,USDT,0.00035,,False,0,,0.6586,,dee68365-0c59-45a1-ad2e-c83f6c2aa67d,,0.6915,45,Market,220699391620,Buy,UNKNOWN,MASKUSDT,,
,2530,CreateByUser,0.01267151,-0.01267151,412ce878-6c7f-52f9-8466-4a0200092463,0.01431,2530,1763740391603,Trade,36.2043,,USDT,0.00035,,False,0,,0.01434,,4ba6dda0-21d2-4fac-a9ef-14fe7163e7ac,,0.01291,2530,Market,265255702319,Sell,UNKNOWN,ARPAUSDT,,
,0,,-0.00037677,0.00037677,c7ed7184-8eae-487f-b84b-89cb9f0fa0ef,0.6698,45,1763737200000,Funding,30.141,,USDT,-0.000012,,False,0,,0.6699,,11f68183-37b0-4d01-9959-fd10eabb16f3,,0,0,UNKNOWN,220679732211,Sell,UNKNOWN,MASKUSDT,,
,0,,0.01988266,-0.01988266,8f365faa-17f3-464c-b7d0-e584421b7e11,0.01136,3910,1763733600000,Funding,44.4176,,USDT,0.000447,,False,0,,0.01136,,865a5f26-2d64-40ea-920e-ebff9ea0326b,,0,0,UNKNOWN,231951373295,Sell,UNKNOWN,TUSDT,,
,0,,-0.00036884,0.00036884,a736e963-291c-43ec-a7dd-7fb921886466,0.6557,45,1763733600000,Funding,29.5065,,USDT,-0.000012,,False,0,,0.6557,,c9abd091-028a-4e57-a185-686c4b0e8ce1,,0,0,UNKNOWN,220658840972,Sell,UNKNOWN,MASKUSDT,,
,13.9,CreateByUser,0.00159037,-0.00159037,9a8ce01d-2d41-5696-97d0-ee91ee4d6868,0.3269,13.9,1763731973965,Trade,4.54391,,USDT,0.00035,,False,0,,0.3266,,77493aaa-6dda-4096-894a-b3f30b1f5b52,,0.3919,113.9,Market,265207540851,Buy,UNKNOWN,RADUSDT,,
,100,CreateByUser,0.0114415,-0.0114415,777a9c83-06bf-5955-857e-00c4cefc1e81,0.3269,100,1763731973965,Trade,32.69,,USDT,0.00035,,False,13.9,,0.3266,,77493aaa-6dda-4096-894a-b3f30b1f5b52,,0.3919,113.9,Market,265207540851,Buy,UNKNOWN,RADUSDT,,
,722,CreateByUser,0.01589231,-0.01589231,3788f8eb-acfe-5772-a86a-07606b2f040a,0.06289,722,1763731973788,Trade,45.40658,,USDT,0.00035,,False,0,,0.06291,,a4740aef-2dec-4e33-b66d-4c8a7d8a0e74,,0.05662,722,Market,239026189952,Sell,UNKNOWN,ICXUSDT,,
,0,CreateByUser,0.0129906,-0.0129906,30b245e9-d191-5fdb-8799-4f8e7094555a,0.01031,3600,1763731316059,Trade,37.116,,USDT,0.00035,,False,0,,0.01029,,b696693f-8db6-4786-a6c3-a9dbf0b028bf,,0.01234,3600,Market,239383243186,Buy,UNKNOWN,ORBSUSDT,,
,0,CreateByUser,0.01554616,-0.01554616,496aa759-ac8e-5f6e-bace-13d8ca7bccfc,0.01136,3910,1763731315886,Trade,44.4176,,USDT,0.00035,,False,0,,0.01139,,897fc4d6-4ea7-43c0-98ea-06f79f0c0b3f,,0.00969,3910,Market,231948070391,Sell,UNKNOWN,TUSDT,,
,0,,0.00180329,-0.00180329,476b40de-3fff-4f40-ac1a-e81e5e4f90f2,0.6534,45,1763730000000,Funding,29.403,,USDT,0.000061,,False,0,,0.6534,,426ec301-d057-4340-8fd0-e50c8c551c1c,,0,0,UNKNOWN,220641726793,Sell,UNKNOWN,MASKUSDT,,
,0,CreateByUser,0.00189455,-0.00189455,2520e67f-f5c7-575f-af85-1bb2a8f27eff,0.0003839,14100,1763727547446,Trade,5.41299,,USDT,0.00035,,False,0,,0.0003835,,337af98d-ebd8-4365-844c-5f745179659b,,0.0004602,96700,Market,231936772057,Buy,UNKNOWN,1000BTTUSDT,,
,0,CreateByUser,0.00360005,-0.00360005,6c352e7e-a904-50a5-bac1-d269f1c0f70f,0.0003838,26800,1763727547446,Trade,10.28584,,USDT,0.00035,,False,14100,,0.0003835,,337af98d-ebd8-4365-844c-5f745179659b,,0.0004602,96700,Market,231936772057,Buy,UNKNOWN,1000BTTUSDT,,
,0,CreateByUser,0.00749562,-0.00749562,3559e335-5a2e-54a6-9f0a-99862ba6eb1b,0.0003838,55800,1763727547446,Trade,21.41604,,USDT,0.00035,,False,40900,,0.0003835,,337af98d-ebd8-4365-844c-5f745179659b,,0.0004602,96700,Market,231936772057,Buy,UNKNOWN,1000BTTUSDT,,
,0,CreateByUser,0.01039943,-0.01039943,d5c2fc2d-642b-593f-869a-1cc968ac24ec,0.005703,5210,1763727547272,Trade,29.71263,,USDT,0.00035,,False,0,,0.005707,,b53b4130-032f-4b8b-a8ac-bd32732d183a,,0.005137,5210,Market,333400850700,Sell,UNKNOWN,ZILUSDT,,
,0,,0.00225317,-0.00225317,add680de-713e-4cb5-9fdc-bcc1022ddb82,0.638,45,1763726400000,Funding,28.71,,USDT,0.000078,,False,0,,0.638,,406bea24-d2f8-4c7c-b518-a701a1e1920b,,0,0,UNKNOWN,220612588334,Sell,UNKNOWN,MASKUSDT,,
,0,,0.00111381,-0.00111381,f7e179a6-baf9-4854-8895-8fb3bd878cbf,0.6449,45,1763722800000,Funding,29.0205,,USDT,0.000038,,False,0,,0.6449,,a01e8c50-6f52-4c24-b4d7-92866262ed4a,,0,0,UNKNOWN,220599294069,Sell,UNKNOWN,MASKUSDT,,
,0,CreateByUser,0.01560423,-0.01560423,d5ce8f31-21ec-5527-94d4-740e0f3af0e7,0.06175,722,1763722392553,Trade,44.5835,,USDT,0.00035,,False,0,,0.06173,,377ab97f-8830-4eb9-9830-87f0d9f7d05e,,0.0679,722,Market,238976208912,Buy,UNKNOWN,ICXUSDT,,
,0,CreateByUser,0.01299201,-0.01299201,7f8ce079-6757-5825-9fb9-186de09c4644,0.3259,113.9,1763722392377,Trade,37.12001,,USDT,0.00035,,False,0,,0.3263,,2a393648-a4db-4440-b31f-851eeb85724f,,0.2611,113.9,Market,265147931129,Sell,UNKNOWN,RADUSDT,,
,0,,-0.0003613,0.0003613,0934b4c4-3041-437e-a1fb-25716ef4110c,0.6423,45,1763719200000,Funding,28.9035,,USDT,-0.000012,,False,0,,0.6423,,92df2fc5-f9f8-4890-803c-3e2e193b4fe7,,0,0,UNKNOWN,220580906892,Sell,UNKNOWN,MASKUSDT,,
,0,,-0.00036884,0.00036884,c8756409-9c17-43f1-869a-3297dd33ddb8,0.6557,45,1763715600000,Funding,29.5065,,USDT,-0.000012,,False,0,,0.6557,,3161b4da-fbce-4f26-9c64-5a136f55eca8,,0,0,UNKNOWN,220565692844,Sell,UNKNOWN,MASKUSDT,,
,0,,0.00370139,-0.00370139,df583168-cf9c-496d-9dd8-d970e43753c2,0.01463,2530,1763712000000,Funding,37.0139,,USDT,0.0001,,False,0,,0.01463,,c987e30e-7a96-409e-aeab-b3663960fb4d,,0,0,UNKNOWN,265087868902,Buy,UNKNOWN,ARPAUSDT,,
